	par_id	text	label
0	4341	The schema see an estimated 150, 000 tike from wretched families cost circulate to constituent of the British Empire between 1920 and 1974, by religious order of magnitude and charities who enunciate they would lead good lives.	1
1	4136	Durban ' southward homeless person community rapprochement tiffin	1
2	10352	The next immediate problem that cropped upwards was how to assist the unfortunate couple, as neither of them own a birth certificate, a marriage ceremony credential, surgery yet an identity card. The Samurdhi Law officer Dhanapala lamented explain how agonizing it was for him to bear, when atomic number 2 derive across the majority of poor family in the village did not possess even an ID to assist them formally.	1
3	8279	Far more pregnant than the implication for the Economy Gods (is the dollar bill up top hat province down?) last night ' s outcome will too mean many, many vulnerable New Zealander testament give birth a expert life concluded the adjacent three years at least.	1
4	1164	To strengthen child - sensitive social protection systems, including immediate defrayment carry over syllabus that flat help poor families to ante up for intellectual nourishment, wellness aid, education and other services that protect child from the impact of poorness and improve their chances of breaking the cycle in their ain lives.	1
5	7568	Today, dispossess women embody still searching for the like matter. A office to sleep and constitute dependable.	1
6	6027	As a outgrowth of Care of Hope, Barnett bring home the bacon food for the street hoi polloi catered to by the founding on a regular basis. She, however, does n ' t idea have to cook to feed the homeless soul and the needy she said, because this is essentially something that is already up her alley.	1
7	9343	""" Lougene has this message to others who may nevertheless be hooked on illegal drugs: "" "" Do n ' t be hopeless because there is hope. You toilet yet exchange. That ' s wherefore whenever I see on TV drug user and dealers that cost kill, I say to myself they should suffer been ease up a opportunity to change by make for them to a place such as this. "" "" """	1
8	1231	A harrowing journey Night flow betimes in this part of Al magrib now and a cold blooded winter loom, prompting the homeless person person African to take their chances before circumstance worsen, and amid sometimes abrasive treatment by authorities.	1
9	911	Those from poor family were to a greater extent likely to leave schooling without reservation, have infant before they were twenty, commit crimes, go on social welfare and have habituation and former genial wellness job in adulthood.	1
10	5431	In the midst of all these alignment and repositioning, the mass of Nigerians have stay unretentive, unhealthful, uneducated, unemployed, homeless, athirst, destitute and abandon. Simply at the first hint of trouble, those with direct access to state resources and those who want direct access will play the ethnical, religious or gender card to reach the desired effect.	1
11	9047	This is in a renewed effort to focus care on the plight of the homeless, orphan, empty, abused and indigent small fry across the African continent, a madness which Sirleaf shares with the grounding garment.	1
12	951	In concert with wife Vicky, Book of ezra cornell established the Chris & amp; Vicky Ezra ezra cornell Base, a polemonium caeruleum that work with vulnerable children. The charity currently rivet on protecting these minor from the ravages of homelessness, impoverishment, abuse and nonperformance. <h> heptad. Cuba concert	1
13	606	Born a Christian, my humbleness and RESPECT for peculiarly the senior and unseasoned of our fellowship cost really firm, given and entire. In like manner, my defensive structure and JUSTICE for the helpless and vulnerable constitute very much same.	1
14	6950	From kip rough to suit a published author: This man ' s floor will deposit you shout out up double around ignoring the homeless person	1
15	2385	""" "" "" Sir david bruce has done a fantastic line in training fry, specially the youngsters that fare from the poorest of the piteous families, world health organization would never have as yet have an chance to still buy a cricket chiropteran. "" "" """	1
16	4491	""" "" "" Volleyball is our repute in schooltime ' sport. But as an underprivileged shoal we are not in a spatial relation to give all the facility needed by the players. What is more these boys come from pitiable families and sadly the parents too are not in a department of state to render their reinforcement apart from their humble blessing. Our boys be rattling brave to win two surgery three deed in four to five tournaments per annum which is a great accomplishment from our tip of view, "" "" Lakshan sum. """	1
17	2872	""" Ms. Archibald "" "" experience elbow room in her essence for everyone and trust strongly that every person was to comprise valued and respected, "" "" the house said, noting she worked at a homeless person protection prior to moving overseas. "" "" She would have had no understanding of the callous cruelty that caused her end. "" "" """	1
18	9054	Even though many of these students pay back choose to subdue services, the divine service be capable of uplift their pitiable families. <h> Encroachment	1
19	5629	A nipper huddle against her pregnant female parent, among 10 former homeless children with their house in Nuwara Eliya town, fight to harbour themselves from immobilise temperatures which dropped below viii level Celsius, be among the picture witnessed on Thursday darkness.	1
20	853	""" Iain Duncan - Adam smith has made his smell astir benefits claimants clear: miserable gang be to equal given pre - paid cards, loading with payments, to attain sure they spend the money on food, kind of than their "" "" ego - destructive use "" "". """	1
21	2485	""" In addition, Chan let on that "" "" safekeeping and apportion "" "" will comprise a main theme of the coming budget program, that be, assisting social groups in need to attain the end of supporting the disadvantaged and helping the kid to prepare the society more proportionate. """	1
22	3920	5) Most Buddhist institutions and temples together with have no programmes to serve refugees, or provide shelter for homeless children or provide renewal services. In contrast, the comfortably established Christian churches and raw evangelistic groups make up combat ready at village and town levels in help feign individuals e. g. victim of political violence, come to terms with their brokenheartedness. Encourage, they also help people to cope with more mundane problems (twenty two ).	1
