	par_id	text	label
0	4341	The scheme saw an estimated cl, 000 children from wretched families being sent to division of the British Empire between 1920 and 1974, by religious order and brotherly love world health organization said they would lead better life.	1
1	4136	Durban ' reciprocal ohm homeless person communities reconciliation tiffin	1
2	10352	The next immediate problem that graze up was how to assist the unfortunate couple, as neither of them own a birth certificate, a marriage certificate, operating theatre even an identity card. The Samurdhi Officer Dhanapala lamented explaining how agonizing it represent for him to bear, when he come across the absolute majority of short families in the village did not possess even an ID to help them officially.	1
3	8279	Far more of import than the implications for the Thriftiness Gods (be the dollar upward or down?) last nox ' mho outcome testament also think of many, many vulnerable New Zealander will have a better life over the future three years at least.	1
4	1164	To strengthen child - sensitive social protection systems, including hard currency transferee programmes that directly help miserable families to pay for nutrient, health care, education and other services that protect children from the impact of poverty and improve their chance of break the cycle in their ain lives.	1
5	7568	Today, homeless woman are still look for for the like thing. A place to slumber and be safe.	1
6	6027	As a member of Care of Hope, Barnett ply food for the street multitude catered to by the foundation on a regular basis. She, however, does n ' tonne mind have to cook to feed the homeless and the needy she suppose, because this is fundamentally something that is already up her alley.	1
7	9343	""" Lougene birth this message to others who may still be hooked on illegal drugs: "" "" Do n ' t be hopeless because in that location is hope. You lav even change. That ' s why whenever I see on television set drug users and dealers that were killed, I say to myself they should have been give way a chance to change by bringing them to a place such as this. "" "" """	1
8	1231	A harrowing journeying Nighttime strike early in this share of Morocco at present and a cold winter looms, prompting the homeless person Africans to contract their hazard before conditions worsen, and amid sometimes harsh treatment by authorities.	1
9	911	Those from poor families cost more likely to leave behind school day without qualifications, have baby before they were 20, commit crimes, go on welfare and have dependence and other genial health problem in adulthood.	1
10	5431	In the thick of completely these alignments and repositioning, the mass of Nigerians have remained poor, unhealthy, uneducated, unemployed, homeless, athirst, destitute and abandoned. But at the first hint of trouble, those with direct access to state resources and those who need direct access will recreate the heathen, spiritual operating room gender bill of fare to achieve the desired result.	1
11	9047	This be in a regenerate effort to focalize attention on the plight of the homeless, orphan, abandoned, ill treated and necessitous children across the African continent, a passion which Sirleaf shares with the groundwork.	1
12	951	Together with wife Vicky, Cornell established the Chris & amp; Vicky Cornell Base, a charity that work with vulnerable children. The charity currently focuses on protecting these children from the ravages of homelessness, impoverishment, abuse and neglect. <h> 7. Republic of cuba concert	1
13	606	Born a Christian, my humbleness and deference for especially the elderly and young of our guild be rattling firm, apt and intact. In like manner, my DEFENCE and JUSTICE for the helpless and vulnerable is very much same.	1
14	6950	From sleeping rough to becoming a publish author: This humankind ' s report will make you think twice about discount the homeless	1
15	2385	""" "" "" David bruce has done a fantastic job in train tyke, especially the youngsters that come from the poorest of the poor families, who would ne'er take even had an opportunity to still purchase a cricket bat. "" "" """	1
16	4491	""" "" "" Volleyball is our reputation in schools ' fun. But as an underprivileged school we are not in a place to give all the facilities needed by the players. Moreover these boys come up from poor families and sadly the parents too embody not in a state to render their support apart from their humble blessings. Our boys are real brave to win ii or three titles in quadruplet to five tournaments annually which is a large achievement from our point of view, "" "" Lakshan added. """	1
17	2872	""" Ms. Archibald "" "" had room in her heart for everyone and believe strongly that every someone was to be valuate and esteem, "" "" the fellowship said, noting she worked at a homeless shelter prior to moving overseas. "" "" She would experience had no apprehension of the calloused cruelty that caused her death. "" "" """	1
18	9054	Even though many of these students get select to subdue services, the service is subject of uplift their poor families. <h> Wallop	1
19	5629	A child huddle together against her pregnant mother, among 10 early homeless children with their folk in Nuwara Eliya town, contend to shield themselves from freezing temperatures which dropped below eight degrees Anders celsius, was among the scene witnessed on Thursday night.	1
20	853	""" Iain Isadora duncan - Kate smith has made his feelings about benefits claimants clear: wretched families are to equal devote pre - paid cards, loaded with payments, to make certain they spend the money on food, rather than their "" "" self - destructive habits "" "". """	1
21	2485	""" In addition, Chan revealed that "" "" care and sharing "" "" will personify a main radical of the coming budget architectural plan, that is, assisting societal radical in need to achieve the goal of supporting the disadvantaged and help oneself the children to realise the society more harmonious. """	1
22	3920	5) Most Buddhist institutions and temples collectively have no programmes to assist refugee, or provide shelter for homeless children or provide rehabilitation services. In demarcation, the well established Christian churches and new evangelical group are active at village and town levels in serve affected individuals e. g. victims of political violence, come to terms with their grief. Farther, they also help people to make do with more mundane problem (22 ).	1
23	2803	The AIMMM registers its full sympathy with the hapless female person victims of violence and rape crimes, especially the young lady brutalised by beasts on a moving Old delhi bus in the night of 16 December which has rightly shift a turgid section of Indians. All such crimes against women and weaker section, especially minorities, Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light. It is time hoi polloi, police, judiciary and government agencies stood upward to discharge their duties to protect the weak and vulnerable sections of society. The AIMMM urges the government to introduce deterrent punishments for such brutal crimes. It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens, human right and honour of ordinary people.	1
24	668	He is more than just an employer to his staff, who include youthful people at risk and single parent. Solid food and rent are paid for, and atomic number 2 chips in for necessities like children ' s allowances or transport fees if someone comprise in need. Every month, the trained prison house counsellor also holds mentorship sessions for his staff.	1
