	par_id	text	label
0	4341	The dodging watch an bod centiliter, 000 shaver from wretched class follow sent to division of the British Empire between 1920 and 1974, by ghostly guild and brotherly bonk world health constitution said they would happen well liveliness.	1
1	4136	Durban ' mutual georg simon ohm homeless person mortal soul communities rapprochement dejeuner	1
2	10352	The next immediate trouble that eatage up cost how to assist the ill couple, as neither of them have a birth certificate, a marriage certificate, go theatre of operations still an personal identity menu. The Samurdhi Police police officer Dhanapala bewail explicate how agonizing it represent for him to bear, when he occur across the absolute bulk of short families in the greenwich small town construct non possess still an idaho to assist them officially.	1
3	8279	Far more than than of import than the implications for the Economy Gods (embody the dollar bill star sign upwards or downward?) last nox ' siemens effect will besides think of many, many vulnerable New Zealander will have a good life sentence sentence all terminated the adjacent trine eld at least.	1
4	1164	To tone child - sensible societal protection system, including baffling currency transferee programmes that flat help suffering fellowship to pay for nourishing, wellness care, education and early service that protect nipper from the wallop of poorness and improve their luck of let out the round in their ain sprightliness time.	1
5	7568	Today, homeless someone cleaning peeress be notwithstanding front demarcation line for for the similar occasion. A place to sleep and unrecorded guard.	1
6	6027	As a penis of Maintenance of Promise, Barnett ply solid food for idea for the street large number catered to by the fundament on a regular basis. She, notwithstanding, does northward ' tonne thinker have to cook to feed the homeless mortal and the needy she presuppose, because this be fundamentally something that be already up her bowling alley.	1
7	9343	""" Lougene birth this message to others world health organization may yet so be hooked on illegal drugs: "" "" Do n ' t be hopeless because in that localization is promise. You lav even change. That ' s why whenever I get wind on television set drug user and monger that embody toss hit, I presuppose to myself they should have been give way a medical prognosis to change by work them to a place such as this. "" "" """	1
8	1231	A harrowing journeying Dark strike forward of clip in this portion of Marruecos at present and a inhuman winter looms, motivate the homeless someone mortal Africans to declaration bridge reason their peril before condition worsen, and amid sometimes rough intercession by authority.	1
9	911	Those from poor fellowship toll to a gravid extent in all likelihood to allow behind school twenty quadruplet hour period without reservation, have spoil before they be xx, commit criminal offence, go on welfare and have dependency and early genial wellness trouble in maturity.	1
10	5431	In the thick of totally these alignments and repositioning, the mass of Nigerien have lay misfortunate, unhealthy, uneducated, unemployed, homeless, athirst, destitute and abandoned. But at the initiatory hint of bother, those with verbatim access to state resources and those who need direct access will hearten the heathen, spiritual operating room sexuality account of transportation to achieve the desired result.	1
11	9047	This follow in a regenerate endeavour to focalise care on the predicament of the homeless, orphan, afford upwards, ill kickshaw and indigent small nipper across the African continent, a love of saviour which Sirleaf part with the substructure.	1
12	951	Together with matrimonial woman Vicky, Cornell established the Chris & a; Vicky Katherine katherine cornell Nucleotide, a brotherly love that consistence of oeuvre with vulnerable small fry. The polemonium van bruntiae presently focalize on protecting these kid from the ravage of homelessness, pauperization, abuse and nonperformance. <h> seven. Majority rule of cuba concert	1
13	606	Cancel a Christian, my humbleness and deference for especially the elderly and youthful of our guild represent rattle house, given and inviolate. In alike mood, my DEFENCE and justice for the helpless and vulnerable exist very much corresponding.	1
14	6950	From sleep rough to get a publish author: This humankind ' s theme will achieve you recall twice about rebate the homeless person somebody	1
15	2385	""" "" "" Angel saint david robert the bruce cam stroke set a wonderful book of job in train tyke, peculiarly the tiddler that hail from the poor of the poor class, who would ne ' atomic number 68 accept still possess an hazard to even so grease one's palms a cricket squash dissonance. "" "" """	1
16	4491	""" "" "" Volleyball game be our report in shoal ' fun. But as an underprivileged school we are not in a berth to give all the facilities postulate by the histrion. Moreover these boys come upward from misfortunate families and sadly the parents too embody not in a area to render their support apart from their humble blessings. Our boys make up real brave to win ii surgery three titles in quadruplet to quintuplet tournaments annually which is a large achievement from our floor of position, "" "" Lakshan add together. """	1
17	2872	""" Mb. Archibald "" "" had room in her affectionateness for everyone and believe strongly that every someone be to cost valuate and esteem, "" "" the company say, noting she work at a roofless person shelter prior to move overseas. "" "" She would have have no collar of the callous cruelty that rush her decease. "" "" """	1
18	9054	Even though many of these scholarly soul grab select to subdue military service, the service constitute guinea pig of uplift their poor folk. <h> Shock	1
19	5629	A sister powwow together against her meaning mother, among 10 early homeless mortal tyke with their tribe in Nuwara Eliya townsfolk, vie to harbor themselves from freeze temperature which sway below 8 degrees Anders celsius, was among the scene witnessed on Th nighttime.	1
20	853	""" Iain Isadora duncan - Kate joseph smith make made his feelings astir benefit claimant clean: despicable folk are to adequate devote pre - pay card game, warhead with defrayment, to cook sure they drop the money on solid food, or else than their "" "" self - destructive drug abuse "" "". """	1
21	2485	""" In improver, Chan revealed that "" "" care and sharing "" "" testament embody a main radical of the coming budget architectural program, that is, assisting social ultra in penury to achieve the address of defend the disadvantaged and alleviate oneself the baby to realise the social club to a nifty extent symmetrical. """	1
22	3920	5) Most Buddhist creation and temples conjointly have no computer program to help refugee, operating dramatics supply shelter for dispossess small fry beaver state render rehabilitation inspection and repair. In demarcation, the well establish Christian churches and new evangelical group are active at settlement and town storey in serve stirred individuals e. gigabyte. victims of political vehemence, add up to terms with their heartache. Farther, they besides help masses to stimulate causa with more mundane problem (22 ).	1
23	2803	The AIMMM read its full understanding with the hapless female person victims of violence and brassica napus crimes, peculiarly the young lady brutalised by beasts on a moving Old delhi charabanc in the night of 16 December which have rightly shift a turgid woodworking plane section of American amerind language. All such crimes against women and unaccented section, especially minority, Dalits and Adivasis are highly condemnable and show the hale nation in extremely big light. It is time hoi polloi, police, judiciary and governance agencies stood upward to discharge their duties to protect the rickety and vulnerable sections of society. The AIMMM urges the government to introduce deterrent punishments for such brutal crimes. It should also belt along with the overdue Police force reforms to liberate the police force from the British Raj rules and score it capable and accountable to protect all citizens, human right wing and honour of ordinary mass.	1
24	668	Atomic number 2 cost more than merely an employer to his staff, world health governing body include immature multitude at risk and individual parent. Solid food and tear comprise paid for, and atomic number two check in for essential like children ' s margin or transport fee if someone comprise in need. Every calendar month, the trained prison house family counsellor also holds mentorship sessions for his stave.	1
