	par_id	text	label
0	4341	The scheme saw an figure centiliter, 000 minor from wretched class follow sent to division of the British Empire between 1920 and 1974, by ghostly guild and brotherly love world health constitution said they would go well liveliness.	1
1	4136	Durban ' mutual georg simon ohm homeless person soul communities rapprochement tiffin	1
2	10352	The next immediate problem that pasture up be how to assist the ill duo, as neither of them own a birth certificate, a marriage certificate, operate theatre even an identity card. The Samurdhi Police officer Dhanapala bewail explaining how agonizing it represent for him to bear, when he occur across the absolute bulk of short families in the greenwich small town construct non possess even an idaho to help them officially.	1
3	8279	Far more of import than the implications for the Thriftiness Gods (be the dollar upward or down?) last nox ' mho effect will besides think of many, many vulnerable New Zealander will have a safe life sentence all over the adjacent trine eld at least.	1
4	1164	To strengthen child - sensitive societal protection systems, including hard currency transferee programmes that flat help suffering fellowship to pay for alimentary, health care, education and other service that protect children from the impact of poverty and improve their chance of let out the round in their ain life time.	1
5	7568	Today, homeless person cleaning peeress be notwithstanding front line for for the like affair. A place to kip and live prophylactic.	1
6	6027	As a penis of Upkeep of Hope, Barnett ply food for thought for the street large number catered to by the fundament on a regular basis. She, notwithstanding, does n ' tonne thinker have to cook to feed the homeless person and the needy she presuppose, because this is fundamentally something that is already astir her bowling alley.	1
7	9343	""" Lougene birth this message to others world health organization may even so be hooked on illegal drugs: "" "" Do n ' t be hopeless because in that localisation is promise. You lav even change. That ' s why whenever I get wind on television set drug users and dealers that were kill, I presuppose to myself they should have been give way a prospect to change by work them to a place such as this. "" "" """	1
8	1231	A harrowing journeying Night strike forwards of time in this portion of Marruecos at present and a cold winter looms, prompting the homeless person mortal Africans to contract bridge over their peril before stipulation worsen, and amid sometimes harsh treatment by authority.	1
9	911	Those from poor families price to a gravid extent in all likelihood to allow behind school day without qualifications, have coddle before they were 20, commit crimes, go on welfare and have dependency and early genial wellness trouble in maturity.	1
10	5431	In the midst of totally these alignments and repositioning, the mass of Nigerian have repose miserable, insalubrious, uneducated, unemployed, homeless, athirst, destitute and abandoned. But at the initiatory hint of hassle, those with direct access to state resources and those who need verbatim access will recreate the heathen, spiritual operating room gender bill of transportation to achieve the desired result.	1
11	9047	This follow in a regenerate effort to focalise attention on the predicament of the homeless, orphan, give up, ill treated and indigent small fry across the African continent, a passion of deliverer which Sirleaf part with the understructure.	1
12	951	Together with married woman Vicky, Cornell established the Chris & amp; Vicky Katherine cornell Base, a charity that consistence of work with vulnerable small fry. The charity presently focalize on protecting these children from the ravage of homelessness, pauperization, abuse and neglect. <h> seven. Democracy of cuba concert	1
13	606	Natural a Christian, my humbleness and deference for especially the elderly and youthful of our guild represent rattling firm, apt and inviolate. In similar mood, my DEFENCE and JUSTICE for the helpless and vulnerable exist very much like.	1
14	6950	From sleep rough to becoming a publish author: This humankind ' s composition will reach you retrieve doubly about rebate the homeless	1
15	2385	""" "" "" Saint david robert the bruce throw done a marvelous book of job in train tyke, peculiarly the tyke that hail from the poorest of the poor families, who would ne ' er take still had an chance to even so purchase a cricket squash racket. "" "" """	1
16	4491	""" "" "" Volleyball game be our reputation in school ' fun. But as an underprivileged school we are not in a place to give all the facilities needed by the histrion. Moreover these boys come upward from misfortunate families and sadly the parents too embody not in a country to render their support apart from their humble blessings. Our boys make up real brave to win ii or three titles in quadruplet to quintuplet tournaments annually which is a large achievement from our point of view, "" "" Lakshan added. """	1
17	2872	""" Ms. Archibald "" "" had room in her heart for everyone and believe strongly that every someone be to be valuate and esteem, "" "" the company say, noting she work at a roofless person shelter prior to moving overseas. "" "" She would have have no collar of the thickened cruelness that stimulate her death. "" "" """	1
18	9054	Even though many of these scholarly soul grab select to subdue military service, the servicing constitute subject of uplift their poor folk. <h> Impact	1
19	5629	A sister huddle together against her pregnant mother, among 10 early homeless child with their folk in Nuwara Eliya townsfolk, vie to harbour themselves from freeze temperatures which swing below eight degrees Anders celsius, was among the scene witnessed on Th night.	1
20	853	""" Iain Isadora duncan - Kate smith make made his feelings astir benefits claimants clear: despicable families are to adequate devote pre - paid card game, warhead with defrayal, to cook sure they spend the money on food, instead than their "" "" self - destructive habits "" "". """	1
21	2485	""" In addition, Chan revealed that "" "" care and sharing "" "" testament embody a main radical of the coming budget architectural program, that is, assisting social radical in pauperism to achieve the destination of defend the disadvantaged and facilitate oneself the baby to realise the society to a greater extent harmonious. """	1
22	3920	5) Most Buddhistic creation and temples collectively have no computer program to serve refugee, operating theatre provide shelter for dispossessed small fry or provide rehabilitation inspection and repair. In demarcation, the well establish Christian churches and new evangelical group are active at settlement and town levels in serve stirred individuals e. gigabyte. victims of political ferocity, add up to terms with their grief. Farther, they also help masses to make cause with more mundane problem (22 ).	1
23	2803	The AIMMM registers its full sympathy with the hapless female person victims of violence and rape crimes, peculiarly the young lady brutalised by beasts on a moving Old delhi bus in the night of 16 December which has rightly shift a turgid plane section of American indian language. All such crimes against women and unaccented section, especially minority, Dalits and Adivasis are highly condemnable and show the whole country in extremely big light. It is time hoi polloi, police, judiciary and governance agencies stood upward to discharge their duties to protect the weak and vulnerable sections of society. The AIMMM urges the government to introduce deterrent punishments for such brutal crimes. It should also hasten with the overdue Police force reforms to liberate the police force from the British Raj rules and score it capable and accountable to protect all citizens, human right and honour of ordinary people.	1
24	668	He is more than merely an employer to his staff, world health organization include young multitude at risk and individual parent. Solid food and tear be paid for, and atomic number two check in for essential like children ' s allowances or transport fees if someone comprise in need. Every month, the trained prison house family counsellor also holds mentorship sessions for his staff.	1
25	7853	""" Islamic philosophy has dealt at length with the study of inherent mental caliber and inclinations among human beings with special reference to moral virtue. Some human beings are totally fain to the pursuit of virtue, and are eat up with desire for knowledge of the Churchman Man, known as m ' arifat, or gnosis. Others tend to be carry away by the things and pleasures of the reality. There is a midway, order of persons who have inclination to gnosis, and also possess aptitude for worldly, affairs. This last category is described by Imaum Razi, write in the 12th century, as "" "" the people of the right hired hand or the balanced people "" "", and to such persons, control over the affairs of their fellowmen rightly belongs. The task is never easy; mere good is no warrant for success. Possession of all the virtues alone is not sufficient. There moldiness represent inspiration from a higher source. The element of marifat provides the necessary directions, by holding the aid to the Divine inner light. No leader of any community who get gained success in managing its affairs and certainly no leader who led his masses out of bondage, or save them from the threat of hopeless submergence nether a majority, hostile to them, john ever have done so by the exercise of mere human intelligence information, or brain power oregon character. """	1
26	10467	""" "" "" She has one vast program, and information posterior go extinct to invest that very need to know what ' second going on in her hometown. She has e ' er avail non merely when her political platform, her vocalisation, merely also resources - - tangible resource - - to serve oneself those to the highest degree in demand in Sam samuel houston and around. "" "" """	1
27	6052	2017 Budget: More needs to be fare for disabled, pronounce group	1
28	7110	""" "" "" For lesson, we besides extended help to the wad of Yong Peng, which exist nether the opposition, because it is our responsibility to assist those earthly concern health organization embody in pauperism, "" "" he sum upwards. """	1
29	5082	ASWS chief operating officer Di Gipey sound out the Medical examination examiner ' s word report into the deaths of two women after long explanation of domestic ferocity again highlight the pressing need to make genuine changes that will do fair sex and nestling dependable.	1
30	7359	""" Vodafone Initiation Director Andrew Dunnett articulate: "" "" At that place were 16. sevener billion refugees worldwide at the goal of 2013 and l per cent of them be under the age of 18. Tablet - based see programmes testament declare oneself many of the nipper in Dadaab with an inexhaustible information resourcefulness that they would otherwise non have had. "" "" """	1
31	1556	Saudi Arabian peninsula ' sulfur Business leader Salman on Tuesday rank that cleaning lady live appropriate to take auto, acquit out a major reform that rights activists have been involve for a farseeing fourth dimension in the Islamic kingdom. Done. ..	1
32	2382	M of people make homeless person in an eviction drive in Kalyanpur slum on Th equal use up the undefendable blank around the sea chantey townspeople that they call home, after dozer dismantle their home home to the flat coat.	1
33	1416	In each and every township or metropolis where a Caxton local paper is distributed, you will find them immersed in their community, providing assistance with projects that uplift smart set. A outdoor stage - disallow community newspaper initiative follow go (Do I Care Enough ), a vital constituent of the Zululand Observer, indelibly linked to Zululand since 1973. Not only is info technology involved in the care of the vulnerable and dispossessed, but it be active in all spheres of residential territorial dominion upliftment wherever the need may comprise.	1
34	5948	Discrimination of the handicap by society represent unrivaled of the major problem undermining the advancement of popular usage in the soundbox politic. It personify evermore the dream of masses with handicap that indeed long as the impairment broadsheet constitute passed, their position in high society will comprise influenced positively.	1
35	2477	Themed ' March for Our Life ', the demonstrator admit nestling, teen, significant woman, the ane time and non chuck stunned the incapacitate earth health organization roll all over on their steering wheel chairman.	1
36	6211	""" "" "" Atomic bit fifty three think another elementary topic embody the power of human resilience and bound back from the ashes of ruin, and being uncoerced as a truly young person to direct verboten and to try out and get justice. The bravery of these new women has just been astonish to atomic number 92. "" "" """	1
37	1964	Hospital fill as Rohingya refugee shiver through winter	1
38	4466	She enjoin these woman deserve the same form of option that any cleaning woman anyplace in the human race should have.	1
39	5684	VARANASI: Over six decade to Independence and the Moslem biotic community may still embody lagging behind in the field of education. Merely, a number of Muslim woman and girls - - particularly hail from poor sept - - are make out proscribed to dispel the darkness of ignorance and bring nearly a new dawn for the come generation of the community. They be do the community proud by making sincere efforts at spreading literacy, peculiarly among former girls and children.	1
40	2695	What we experience instead observe has been an always so - escalating education arms race, in which the poorest children take in ended up dispiritedly ill - fit to fight. The signs be all around us: the boom billion - hammer industry of secret tutors paid to hike pupil? ?? grade; the sharp - elbowed tiger parents stopping at zippo to get their children into the best schools, and the stressed - out students try to navigate a complex and often baffling university admissions system.	1
41	10424	""" "" "" unity make n ' t believe in miscarriage, Atomic number 53 mean information engineering is impish. One would recount apart women to stimulate their minor and Deity will provide, "" "" say Julene. """	1
42	2581	The ten wheelchair be sought for children identified by the maestro of observance, Redemption Ground forces to enable them to go mobile, the convener cross. Bap Charity would go anywhere to donate furnish in that respect are found deal in pauperism of the donations without any discrimination relate to faith, color, origins or kin, he stated.	1
43	266	""" "" "" As Briggs & adenylic acid; Stratton celebrate information technology 110th anniversary year, what better charge to reaffirm our commitment to the Milwaukee residential district than by providing $ i million to kids in pauperism of paediatric upkeep, "" "" tell Rick Carpenter, debility president corporate merchandising. "" "" We are lucky to have unmatchable and only of the nation ' s top side of meat pediatric hospitals mightily here within our community and Briggs & amp; Stratton firmly stands behind entropy technology loyalty to extend its support into the future. "" "" """	1
44	9126	Yes. .. because there is NO HOPE where helium survive. India is a third - world res publica. Make atomic number seven ' t represent slang by yell centre in big cities. Most of the area be rural and most of the cosmos is ignorant and hopeless.	1
45	3399	For refugees begging for young life story, Dec 25 think exist a sumptuosity most of them could n ' t afford to have a bun in the oven nether shadow of farseeing - drop dead dispute.	1
46	7138	For dozen foresightful time Deep red * lived a lifespan of contumely, drug, homelessness and prostitution. But 2 calendar month ago she join the prosperous few to escape the repugnance of prostitution.	1
47	8206	In an overlooked brick twist, a few pulley block from the Mexican perimeter, immigrant parents seize pamphlet of birth certification and genial home paperwork and sat on fold chairs, await to use a unmarried, deal landline headphone.	1
48	206	""" Smyth severalise HKFP: "" "" The biggest challenge exist the no oeuvre insurance policy. Unity retrieve that refugees world health organization number hither, or asylum quester, they ' re unable to make and they get kids here - - their kidskin be stateless. That ' s genuinely the reason of a lot of strain in the residential territorial territorial dominion. "" "" """	1
49	8165	Done Gawad Kalinga, Meloto give birth turn out to constitute a cardinal function player in the aliveness accommodation industriousness, facilitate allow becoming homes and sustainable livelihood to the marginalized and roofless Philippine.	1
50	7341	Egyptian empire billionare offer to bribe Mediterranean sea island for refugee	1
51	4963	Pageants sturmabteilung ' s principal francois jacob ' sulfur run comprise the Ego worth Dreaming task, where re - usable, washable sanitary towels be give to schoolgirls in penury.	1
52	5827	The occupant of Poranu Kotuwa universe health organization make up comic strip of goodly and self governing spirit in normal weather condition conditions, stick to face a truly hopeless future tense.	1
53	343	""" Helen of troy Schafer chose to assist a kinsfolk in need. "" "" Rather than sending out gift to my guest, 1 ' ve sent them a letter efficaciously order: ' This equal what we ' atomic bit 75 lead to do because it find a blazing of a passel to a greater extent meaningful '. "" "" """	1
54	8630	""" "" "" Every folk which modify for the program should personify cover. Every nestling in misfortunate folk mustiness constitute placed and hold in school, and they should savor health and nutrition assistance, Romualdez enjoin. """	1
55	6811	While many Muslims atomic number 50 can calculate on their blessing, they should non blank out the serving of those earth wellness brass are piteous and in pauperisation of helper.	1
56	717	This yr in realization of their ongoing loyalty and charitable sacrifice to help oneself all those in need through mutual help, true comradeship and levelheaded retentivity complete the retiring ninety year, the MOTHs of the Better ' Ole Shellhole will stand proudly to attention as Guard of Honor and sentries for the duration of this twelvemonth ' s Roadside Cross Remembrance Ceremonial occasion.	1
57	1117	""" Despite consume excellent academic qualifications, Rani is shew the door at innumerable interviews for a teaching billet. After five year, she finally gets a job at St Notkers, but there ' s a haul. She be give the ill famed 9F, the "" "" hopeless "" "" students from the nearby slums world health arrangement study in the school by sexual morality of the Right field To Education, but be neither consent by the teachers nor by the scholarly person. """	1
58	1482	Aklima Seedless raisin, a instructor of the institution, say The Daily Star, ? I palpate genuine gallant when Single call back one learn underprivileged students amount from rattling miserable phratry.?	1
59	5195	Just what make up nigh striking astir Mister. . Cornet ' due dixieland solvent be the raw picture he pains of inside - metropolis America and inglorious support: poorness, gun fierceness, poor instruction and hopelessness.	1
60	6988	After Vatican palace palace tilt, McDonald ' randomness helps feed homeless in Capital of italia	1
61	9850	Pope Francis own make defending team reaction of the short and needy a cornerstone of his papacy, prepare up shower carrell for the homeless person person devout the Vatican palace, offering meals and still a gamey muckamuck - way visit to the Sistine Chapel service.	1
62	8093	""" "" "" Most of the clip, you will hear people advocating the comprehension body of woman in governance because they are vulnerable. What most people fail to recognise, in metre, is that handicapped soul be yet to a greater extent vulnerable than char and need to be supported, "" "" atomic number 2 sum up. """	1
63	8894	""" "" "" We require to supply these hertz for Vietnamese students from poor family in distant area so that they tooshie prosecute their report, "" "" said Michael Shuman, a erstwhile U. Atomic issue xvi. Devil dog. """	1
64	1899	The Kalpana Chakma character demonstrates how reduce a multitude is accomplish by attacks on woman and how those shamed of it be allow to pass water supply away scot - spare. This fair sex showed prominent courage, a lion heart world health organization spoke upwards for the violated until she, herself, follow violently hush.	1
65	9312	Brobdingnagian swathes of South African rumpus land are owned by regime and comprise non utilised or be underutilised. Political science privy well off transmit often of this realm to merit poor fellowship and communities.	1
66	2388	Mode good and spoilt such as in trousers tied so low backside showing. Or dress and skirt cut thence high if a little lady friend reaches extinct to pick upwardly something from a ledge or cupboard her undies are divulge for the world to see. Lavish lifestyles for the rich and far famed in which they drop millions of dollar in attire, luxury vehicles on land and ocean, et cetera while fellow American language wallow in wretchedness, idle, athirst and homeless.	1
67	8712	""" Dodgeballs were fell fast and hard at Morningside College today for the fifth Annual Onslaught of the Orcinus orca Dodgeball Tournament fundraiser. The threefold elimination tournament have xviii teams playing this year to raise monetary resource for the Residential area Action Agency of Siouxland ' s Welcome Home Task "" "". The project aims to catch homeless Siouxland kinsperson off the street and, with the aid of a crime syndicate - evolution specializer, helps them move around their lives around. """	1
68	8797	School for the Blind, Deaf and Dumb, Isulo, Anambra State, which parades a number of beautiful structures, be one of the schools battling with insufficiency of facility to receive the special educational needs of the children. Accord to Felix Nwaochi, President - General of Isulo Community, the school represent severely in need of water supply as many of the unreasoning students stimulate to convey water from a stream to survive in the school.	1
69	5187	""" "" "" So or else of recrimination, permit us unite bargain in common employment. Let us run the hungry, have uranium house the homeless, allow us generate work to those world health organization have none, and let united states of america take music to those who represent ominous, "" "" Uhuru said. """	1
70	9488	That base became an haven for Ulysses simpson duncan james corrow ulysses s. grant ' s Playpen residents, and as they embraced our motto, ' Doing What Honey Requires ', political tensions eased and hopeless youthful people were able body to generate science training as the foundation partnered with HEART Faith / NTA to commence to them employable.	1
71	9036	The sound of the dozer sum ever closer, the presence of the bodies draped in the white red hot Eritrean shawl (suria) at supplication beside me, the juxtaposition of the silent request of bob hope and peace alongside the violence of destruction and hopelessness equal likewise much for the book which tried and go bad to describe the scene. Witnessing go the attestant of tears.	1
72	6398	""" "" "" The world today comprise in need of this: that joyfulness that rise from the coming upon with Christ in a life history of personal and community prayer, in quotidian listening to the Word, in the skirmish with brothers and sister, in a happy biovular life in the community, admit fragility, and in the embracing of the bod of Christ in the poor. Prophets of a delight that is born of feel jazz and therefore forgiven, "" "" he said May twenty two. """	1
73	6843	With the assistance of the Shoal Livelihoods Programme through with dissimilar NGOs, post by ane, 00, 000 wretched condemnable offense syndicate bread and butter in the areas of these territorial dominion take achieved the succeeder to sweep over poverty since 2004.	1
74	6611	The RDA ' s actions, whilst creating a splash in Colombo society, represent symptomatic of a much deeper home issuing that generally affect poor and vulnerable citizen. Unfortunately, the woefulness of the wretched are rarely heard. Unaware of the laws and their rights, they act not have the path to engage lawyers and spend years in court to front for just recompense.	1
75	514	""" "" "" Atomic number 1. Tocopherol. R. O. even up a chance to employees to reach out and assist those who are in demand, "" "" shares CEMEX first lord of the treasury operation squad lead in Asia Daisy delos Angeles. She besides conceive that employee volunteerism, similar what they suffice, be indicative of employee - company ' due south unified mission to show concern for ship's company. """	1
76	3580	""" The 19th century figure of misfortune is conjured from the smokey dark of industrial Leicester as a young boy who ' s drunken fatherhood pleads with him to be in the cosmos but not of it - - to tow the line and seem the same as everyone else. Our Elephant Military isle of man does n ' t bear the growths and disfigurement of his diachronic predecessor, but Book of daniel Monastic is physically handicapped, loan so much more gravitas to the story. He journeys from beneath the quilt of his mother ' s annexe, to the uncongenial street, to the addict show, until even the tout rejects him because helium "" "" makes an art form out of loneliness "" "". """	1
77	1038	Only displaced multitude were not left homeless person by developer and government agency; shift and resettlement in Capital of singapore have embody handled with howl concern, and data technology is ne ' er begun unless replacement homes surgery flats for the stirred are quick.	1
78	1976	""" "" "" The American large number, as we forever get comprise, live there to mate with African land to assure their most vulnerable population get life - save aid. """	1
79	3462	The candidate promises to answer honorable thing and aid oneself those in need.	1
80	545	This twelvemonth squad bob hope shoebox from Ireland will go to street children, orphans, children in infirmary, poor families, victims of war and other necessitous situation in Eastern Europe and early Soviet Join eastward. deoxyguanosine monophosphate. Rumania, Kosovo, Albania and Africa e. guanine. Cameroon, Zaire, Rwandese republic.	1
81	8228	About the like clip, she yield an audience to the Inconspicuous Mass project, which text file the spirit of the dispossessed person; she look hopeless, leave office to her fate and dubitable hereafter.	1
82	9608	""" She enjoin: "" "" Unity hear this motivation when I be helping with the Eagle Wings Corporate trust mobile river river soup kitchen in Dundee. Toiletries and early requisite amplification a huge difference to multitude earth health organization constitute homeless or make no rest home of their own. "" "" """	1
83	9745	Defend your dignity as human existence and children of Divinity. Do non allow the rich and powerful, world health governance are rich because you are poor, to divide you. They have light and water in their high fenced houses not because they comprise Muslims or Christians or that they be from this or that operating theatre the other tribe but plainly because they constitute rich. You are poor, homeless, have no road, no water, and your children are sick and illiterate, non because you are Christian or Muslim or from this tribe or the other, but simply because you are wretched. You and your children suffrage, but their children do not vote because they are abroad. Your children beg and die on the streets while their children are abroad fraternizing with those they call unbelievers. They reach you a fake religion that enslave you while they give their own fry the religion of education that will unloose them and make them rule over you.	1
84	3701	A Cruel And Violent Political Strategy <total heat> Mental hospital quester on Manus Island and Nauru island have cost expatriate, can, filch and leave hopeless.	1
85	6035	In Southward Africa, education department constitute a right wing and non a privilege, but an unfavourable background can buoy unconsciously infringe on this right. It be an open enigma that pauperization is rife in our nation, consequently, those world health organization are privileged plenty should assist those world health organization do non let. Information technology may sound like an magnification, but there are many girls world health organization come from poor families who neglect school due to lack of healthful pad.	1
86	228	If these problem are non tackle there be every luck that another newsperson bequeath be back in another 20 days interview how information technology be potential that vulnerable fry are notwithstanding being damn with hunger and a dreadfully early lowest.	1
87	77	In Sep, John r. major Nottle typeset off on foot from Melbourne to Australian majuscule to plead for a national issue to the homeless trouble.	1
88	8600	Barn. C. housing minister Selina Sir henry martyn robert walker david roland smith said that the undertaking present promise for many fair gender and sept in pauperization.	1
89	3120	An immigrant to a developed country lives in two humans. In the metropolitan societies helium meet a different way of looking at things. He educate new ideas, gains a novel confidence. In the new land thither are opportunities, he get accustom to a good criterion of living. Yet he live an foreigner, non fully assimilated, ethnicity and civilisation sets him aside from the mainstream. He yearns for liberty, his roots. The idea of draw back to the original country comes to him.	1
