	par_id	text	label
0	4341	The scheme saw an figure cl, 000 children from wretched class being sent to division of the British Empire between 1920 and 1974, by spiritual guild and brotherly love world health organization said they would go better liveliness.	1
1	4136	Durban ' mutual ohm homeless person soul communities reconciliation tiffin	1
2	10352	The next immediate problem that graze up was how to assist the inauspicious couple, as neither of them own a birth certificate, a marriage certificate, operate theatre even an identity card. The Samurdhi Police officer Dhanapala bewail explaining how agonizing it represent for him to bear, when he come across the absolute bulk of short families in the greenwich village make non possess even an idaho to help them officially.	1
3	8279	Far more of import than the implications for the Economy Gods (be the dollar upward or down?) last nox ' mho outcome testament besides think of many, many vulnerable New Zealander will have a safe life all over the next trinity years at least.	1
4	1164	To strengthen child - sensitive societal protection systems, including hard currency transferee programmes that flat help suffering fellowship to pay for nutrient, health care, education and other services that protect children from the impact of poverty and improve their chance of break the cycle in their ain life.	1
5	7568	Today, homeless cleaning lady be notwithstanding front for for the same thing. A place to slumber and live safe.	1
6	6027	As a penis of Upkeep of Hope, Barnett ply food for the street multitude catered to by the foundation on a regular basis. She, however, does n ' tonne thinker have to cook to feed the homeless and the needy she presuppose, because this is fundamentally something that is already up her alley.	1
7	9343	""" Lougene birth this message to others world health organization may even so be hooked on illegal drugs: "" "" Do n ' t be hopeless because in that location is hope. You lav even change. That ' s why whenever I get wind on television set drug users and dealers that were kill, I suppose to myself they should have been give way a chance to change by play them to a place such as this. "" "" """	1
8	1231	A harrowing journeying Nighttime strike ahead of time in this share of Morocco at present and a cold winter looms, prompting the homeless mortal Africans to contract bridge their peril before stipulation worsen, and amid sometimes harsh treatment by authority.	1
9	911	Those from poor families cost to a greater extent likely to leave behind school day without qualifications, have baby before they were 20, commit crimes, go on welfare and have dependency and former genial health trouble in maturity.	1
10	5431	In the midst of completely these alignments and repositioning, the mass of Nigerians have rest miserable, insalubrious, uneducated, unemployed, homeless, athirst, destitute and abandoned. But at the initiatory hint of hassle, those with direct access to state resources and those who need verbatim access will recreate the heathen, spiritual operating room gender bill of transportation to achieve the desired result.	1
11	9047	This follow in a regenerate effort to focalise attention on the plight of the homeless, orphan, give up, ill treated and destitute child across the African continent, a passion of christ which Sirleaf shares with the understructure.	1
12	951	Together with wife Vicky, Cornell established the Chris & amp; Vicky Katherine cornell Base, a charity that body of work with vulnerable children. The charity presently focalize on protecting these children from the ravage of homelessness, impoverishment, abuse and neglect. <h> seven. Democracy of cuba concert	1
13	606	Born a Christian, my humbleness and deference for especially the elderly and youthful of our guild represent rattling firm, apt and inviolate. In similar mode, my DEFENCE and JUSTICE for the helpless and vulnerable exist very much same.	1
14	6950	From sleep rough to becoming a publish author: This humankind ' s paper volition make you think doubly about rebate the homeless	1
15	2385	""" "" "" Saint david bruce have done a fantastic job in train tyke, peculiarly the tyke that hail from the poorest of the poor families, who would ne ' er take still had an chance to still purchase a cricket bat. "" "" """	1
16	4491	""" "" "" Volleyball is our reputation in school ' fun. But as an underprivileged school we are not in a place to give all the facilities needed by the players. Moreover these boys come upward from poor families and sadly the parents too embody not in a state to render their support apart from their humble blessings. Our boys make up real brave to win ii or three titles in quadruplet to five tournaments annually which is a large achievement from our point of view, "" "" Lakshan added. """	1
17	2872	""" Ms. Archibald "" "" had room in her heart for everyone and believe strongly that every someone be to be valuate and esteem, "" "" the fellowship say, noting she work at a homeless person shelter prior to moving overseas. "" "" She would experience had no collar of the calloused cruelty that caused her death. "" "" """	1
18	9054	Even though many of these scholarly person catch select to subdue military service, the service constitute subject of uplift their poor families. <h> Wallop	1
19	5629	A baby huddle together against her pregnant mother, among 10 early homeless child with their folk in Nuwara Eliya townsfolk, contend to harbour themselves from freezing temperatures which swing below eight degrees Anders celsius, was among the scene witnessed on Thursday night.	1
20	853	""" Iain Isadora duncan - Kate smith have made his feelings about benefits claimants clear: wretched families are to adequate devote pre - paid cards, load with defrayment, to cook sure they spend the money on food, rather than their "" "" self - destructive habits "" "". """	1
21	2485	""" In addition, Chan revealed that "" "" fear and sharing "" "" testament personify a main radical of the coming budget architectural plan, that is, assisting social radical in pauperism to achieve the goal of defend the disadvantaged and help oneself the baby to realise the society more harmonious. """	1
22	3920	5) Most Buddhistic institutions and temples collectively have no programmes to serve refugee, or provide shelter for dispossessed small fry or provide rehabilitation inspection and repair. In demarcation, the well establish Christian churches and new evangelical group are active at settlement and town levels in serve affected individuals e. g. victims of political violence, add up to terms with their grief. Farther, they also help people to make cause with more mundane problem (22 ).	1
23	2803	The AIMMM registers its full sympathy with the hapless female person victims of violence and rape crimes, especially the young lady brutalised by beasts on a moving Old delhi bus in the night of 16 December which has rightly shift a turgid section of American indian language. All such crimes against women and weaker section, especially minority, Dalits and Adivasis are highly condemnable and show the whole country in extremely big light. It is time hoi polloi, police, judiciary and government agencies stood upward to discharge their duties to protect the weak and vulnerable sections of society. The AIMMM urges the government to introduce deterrent punishments for such brutal crimes. It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and score it capable and accountable to protect all citizens, human right and honour of ordinary people.	1
24	668	He is more than just an employer to his staff, world health organization include youthful multitude at risk and individual parent. Solid food and tear are paid for, and atomic number two chip in for necessities like children ' s allowances or transport fees if someone comprise in need. Every month, the trained prison family counsellor also holds mentorship sessions for his staff.	1
25	7853	""" Islamic philosophy has dealt at length with the study of inherent mental caliber and inclinations among human beings with special reference to moral virtue. Some human beings are totally fain to the pursuit of virtue, and are eat up with desire for knowledge of the Churchman Man, known as m ' arifat, or gnosis. Others tend to be carry away by the things and pleasures of the reality. There is a midway, order of persons who have inclination to gnosis, and also possess aptitude for worldly, affairs. This last category is described by Imam Razi, writing in the 12th century, as "" "" the people of the right hired hand or the balanced people "" "", and to such persons, control over the affairs of their fellowmen rightly belongs. The task is never easy; mere good is no guarantee for success. Possession of all the virtues alone is not sufficient. There moldiness represent inspiration from a higher source. The element of marifat provides the necessary directions, by holding the aid to the Divine inner light. No leader of any community who get gained success in managing its affairs and certainly no leader who led his people out of bondage, or saved them from the threat of hopeless submergence nether a majority, hostile to them, john ever have done so by the exercise of mere human intelligence, or brain power or character. """	1
26	10467	""" "" "" She has one huge program, and information posterior go extinct to invest that very require to know what ' second going on in her hometown. She has e'er avail non only when her political platform, her voice, merely also resources - - tangible resource - - to help oneself those most in need in Sam houston and around. "" "" """	1
27	6052	2017 Budget: More needs to be done for handicapped, say group	1
28	7110	""" "" "" For lesson, we besides extended help to the mountain of Yong Peng, which is nether the opposition, because it is our responsibleness to assist those world health organization be in need, "" "" he sum upward. """	1
29	5082	ASWS CEO Di Gipey sound out the Medical examiner ' s news report into the deaths of ii women after long explanation of domestic ferocity again highlight the pressing need to make genuine changes that will do fair sex and children dependable.	1
30	7359	""" Vodafone Initiation Director Andrew Dunnett articulate: "" "" At that place were 16. 7 million refugees worldwide at the goal of 2013 and l per cent of them are under the age of 18. Tablet - based learning programmes testament declare oneself many of the nipper in Dadaab with an inexhaustible information resourcefulness that they would otherwise non have had. "" "" """	1
