	par_id	text	label
0	4341	The scheme saw an estimated 150,000 children sent from poor families to parts of the British Empire between 1920 and 1974, by religious orders and charities who said they would lead better lives.	1
1	4136	Durban's homeless reconciliation lunch	1
2	10352	The next immediate problem that occurred was how to help the unhappy couple, if none of them owned a birth certificate, a marriage certificate, or even an identity card. Samurdhi Officer Dhanapala regretted explaining how painful it was for him to wear, when he came across the majority of poor families in the village not even an ID to help them officially.	1
3	8279	Much more important than the implications for the Economy Gods (is the dollar up or down?) last night the result will also mean much, many vulnerable New Zealanders will have a better life in the next three years at least.	1
4	1164	Strengthening child-sensitive social protection systems, including money transfer programmes that directly help poor families to pay for food, health care, education and other services that protect children from the effects of poverty and increase their chances of breaking the cycle in their own lives.	1
5	7568	Today, homeless women are still looking for the same thing, a place to sleep and be safe.	1
6	6027	As a member of Care of Hope, Barnett provides food for the street people cared for by the foundation on a regular basis. She, however, does not mind cooking to feed the homeless and the needy she said, because this is actually something that already rose in her.	1
7	9343	"""Lougene has this message to others who can still be addicted to illegal drugs: """"Don't be hopeless because there is hope. You can still change. That's why when I see on TV drug users and dealers who were killed, I tell myself they have a chance to change by bringing them to a place like this."""	1
8	1231	A narrowing journey Night falls early in this part of Morocco now and a cold winter teems, leaving the homeless Africans to take their chances before conditions worsen, and in the midst of sometimes harsh treatment by the authorities.	1
9	911	Those of poor families were more likely to leave school without qualifications, babies before they were 20 to commit crimes, go on well-being and have addiction and other mental health problems in adulthood.	1
10	5431	Amidst all these alignments and repositioning, the mass Nigerians have remained poor, unhealthy, unskilled, unemployed, homeless, hungry, destitute and abandoned. But at the first hint of problems, those with direct access to government resources and those who want direct access will play the ethnic, religious or gender card to achieve the desired result.	1
11	9047	This is in a renewed attempt to focus attention on the plight of the homeless, orphans, abandoned, abused and poor children across the African continent, a passion that Sirleaf shares with the foundation.	1
12	951	Together with wife Vicky, Cornell founded the Chris &amp; Vicky Cornell Foundation, a charity that works with vulnerable children. The charity currently focuses on protecting these children from the devastation of homelessness, poverty, abuse and neglect. <h> 7. Cuba concert	1
13	606	Born as a Christian, my HUMILITY and RESPECT especially for the elderly and young people of our society is very solid, suitable and intact. In the same way, my DEFENCE and Justice for the helpless and vulnerable is very equal.	1
14	6950	From sleeping rough to becoming a published author: This man's story you will think twice about ignoring the homeless	1
15	2385	""""" Bruce has done a fantastic job in the training of young people, especially those who come from the poorest of the poor families, who would never even have had a chance to buy a cricket bat."" """""""	1
16	4491	""""" Volleyball is our reputation in school's sport. But as a disadvantaged school we are not in a position to give all the facilities needed by the players. Moreover, these guys come from poor families and unfortunately the parents are not able to give their support apart from their humble blessings. Our guys are very brave to win two or three titles in four to five tournaments annually that is a great achievement from our point of view, """" Lakshan added."""	1
17	2872	"""Ms. Archibald"" had room in her heart for everyone and strongly believed that each person had to be appreciated and respected, """"the family said, noting that she worked in a homeless shelter prior to moving abroad.""""""She would not understand the heartless cruelty that caused her death."""""	1
18	9054	Although many of these students are selected for subordinate services, the service is able to elevate their poor families. <h> Impact	1
19	5629	A child huddled against her pregnant mother, among 10 other homeless children with their family in Nuwara Eliya city, struggling to protect herself from temperatures falling below eight degrees Celsius, was one of the scenes witnessed on Thursday night.	1
20	853	"""Iain Duncan-Smith has made clear his feelings about benefits plaintiffs: poor families need to be given pre-paid cards, loaded with payments, to make sure they spend the money on food, instead of their """"self-destructive habits"""""	1
21	2485	"""In addition, Chan revealed that """"care and sharing """" will be a key theme of the forthcoming budget plan, i.e. helping social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make society more harmonious."""	1
22	3920	5 ) Most Buddhist institutions and temples collectively do not have programs to help refugees, or to provide shelter for homeless children or rehabilitation services. In contrast, well-established Christian churches and new evangelical groups are active on village and city level in helping affected persons, for example victims of political violence, come to terms with their grief. Furthermore, they also help people deal with more everyday problems (22).	1
